,Month,Habitat_type_classLV2,HABITAT_CD,Year,Depth,SST,NPP,Depth_Sbrocco,Deepwater,FSA,Marina_slips_10km,Marina_slips_25km,Population_50km,Recreational_fishermen_50km,SG_permits_50km,SG_charter_permits_25km,Commercial_pounds_landed,impact,transformed_right_Diversity_index,transformed_right_Wave_exposure,transformed_Total_gravity,transformed_Tourist_fishing,transformed_Nursery_mangroves,transformed_Coral_area_UFRTM_20km,transformed_Pop_per_area_reef_20km,transformed_Reef_complexity,transformed_Coral_cover
17,8.0,2.0,9.0,-1.958154341202481,-0.933246346564336,-0.25994219864254503,1.9161675745489137,0.777919279004484,0.8220445181288671,-0.45948092687417436,-0.45494825404664074,-0.395516879365959,-0.6167036717915519,-0.5898037434717102,1.465009447072902,2.680614647791258,0.29213568196212464,0.05909247882295536,-0.6282670603843374,1.8289505703896454,-0.5159862316041659,0.4902466473797501,0.7733411988369632,1.2452125788316244,0.38360060425298675,0.0252940180883765,1.166197273303058
18,8.0,2.0,9.0,-1.958154341202481,-0.8648952584483008,-0.2802740078463094,2.478814931484974,1.033636355042981,1.1928283750896143,-0.5670785275056013,-0.5665635160582905,-0.3891229037560498,-0.6167036717915519,-0.5898037434717102,1.465009447072902,2.680614647791258,0.29213568196212464,0.05909247882295536,-2.291592056700287,1.884992445292882,-0.5159862316041659,0.4902466473797501,0.8066763765711746,1.330130213599407,0.37856930770293323,-0.22833189439626944,0.9221856418038873
19,8.0,2.0,9.0,-1.958154341202481,-0.9800353845142933,-0.18691053043620282,2.248359385492432,0.9057778170237326,1.0010748238074298,-0.6730161333866318,-0.5665635160582905,-0.3891229037560498,-0.6167036717915519,-0.5898037434717102,1.465009447072902,2.680614647791258,0.29213568196212464,0.05909247882295536,-0.003192372558645402,1.5138695064073973,-0.5159862316041659,0.4902466473797501,0.7939387523197168,1.3318060890171197,0.35342869416575856,0.10140234121254028,1.2108281721946546
20,8.0,0.0,19.0,-1.958154341202481,-0.36308637132848764,0.17000749484773398,0.1960358601406783,0.6500607409852355,-0.5498557526258967,-1.1017048577231878,-0.5861451409726149,-0.44507019034275513,-0.6163669613845976,-0.5874376655007594,1.465009447072902,2.680614647791258,0.29213568196212464,0.025751417409436907,0.48428359455283776,0.8926484674764538,-0.5818556441084517,0.49108175736460397,0.5156352870375099,1.1753823754514892,0.08791329418319711,0.14073304596804626,0.4750409281017139
21,6.0,7.0,19.0,-1.958154341202481,0.8993243064756571,0.18063416567125035,0.27751916732687637,-0.8842417152457472,-0.6891725591602198,-0.961561302420174,-0.5861451409726149,-0.6440826812011785,-0.6155430667816092,-0.5819242573986384,1.465009447072902,2.680614647791258,0.29213568196212464,-0.7660987911616257,-0.139682782037396,0.7900882651332226,-0.5818556441084517,0.500510619152215,0.42457456330268806,1.1760190102275414,0.01244845363795634,0.023151938919267066,0.5915847863616731
22,7.0,0.0,19.0,-1.958154341202481,-0.5824500919427912,0.15921808569415347,0.39587449843026984,-0.6285246392072501,-0.5101422757657671,-1.1415781933530205,-0.5411074036696686,-0.8071290592538628,-0.6104046905311944,-0.543308079193499,2.0681289316113642,0.3197689965640818,0.29213568196212464,-1.1161799360035691,0.5691157345460465,0.12615915813325912,-0.423935130829844,0.5429028547064676,0.5570790141720798,1.2290751419740276,0.002004786128069165,-2.847667358234942,-0.17687143213487125
23,7.0,0.0,19.0,-1.958154341202481,-0.22908712623155825,0.18442937987080624,0.06756425751705679,-0.372807563168753,-0.4667022676386652,-0.8100829142691379,-0.5411074036696686,-0.5042144647344151,-0.6242840419553287,-0.6239333021281599,2.0681289316113642,0.3197689965640818,0.29213568196212464,-0.040319642942537114,0.0100622547325428,0.09799304746858262,-0.423935130829844,0.46181205189333424,0.5188410581991284,1.4971213519836568,-0.06726855015830424,-0.1314959282303852,0.8266218466738859
24,7.0,0.0,2.0,-1.958154341202481,-0.15503153919584084,0.169411083740725,0.15919580696416163,0.6500607409852355,-0.4820606040355584,2.0444236729839234,-0.07898105569161003,-0.17012923911666017,-0.636528424810224,-0.6970808258150049,-0.4247649378142797,0.1965944408478813,-0.20515079125685182,-0.3080035825433586,-0.09605213095561417,0.20015553591550608,-0.19004645806576506,0.42110089928136685,0.60841633387811,2.2322470781288195,-0.026056121261312907,0.5872040394556614,0.8694151218682797
25,6.0,3.0,9.0,-1.958154341202481,-1.005080611702266,-0.18192231636070713,2.0915577540670682,0.9057778170237326,0.72661981644136,2.3498285062265407,0.0013036064571204846,-0.11897743423738669,-0.6362423221798661,-0.6914558102614239,-0.4247649378142797,0.1965944408478813,-0.20515079125685182,-0.44102344237982105,-2.700943078175038,0.5605575517291745,-0.3083573975224093,0.4274954783096226,0.7116083706414441,2.3238084926809353,-0.034666568633042016,0.9684762069356985,0.6793171882939343
26,6.0,3.0,19.0,-1.958154341202481,-1.119960048900197,0.13639225828360846,0.7959311886059306,0.9057778170237326,-0.47942555810713405,0.07490236952706489,-0.19451264268612467,-0.030261022649896743,-0.6313913981005184,-0.6442681797841611,0.2587704779959775,0.5045308301383825,-0.20515079125685182,0.05909247882295536,-0.3470270068158433,-1.0380933680652038,-0.11948539352632812,-1.406400114164138,0.5403324930195765,-0.5339183335570219,0.2287456400982594,-1.917864886577355,-1.0261317023684176
27,6.0,2.0,9.0,-1.958154341202481,-1.0462398977803007,0.186489725300642,0.7364769555420455,-0.24494902514950448,-0.5689406884398351,-0.0014237574699824764,-0.19451264268612467,0.028883251741763222,-0.6320857367954201,-0.6491119431775224,0.2587704779959775,0.5045308301383825,-0.20515079125685182,0.06869153486147285,-0.18540819326266197,-0.8784647775919583,-0.11948539352632812,-1.406400114164138,0.5332578465877713,-0.5155787253115508,0.2284558972710187,-1.494944614648648,0.0709209339404296
28,6.0,4.0,19.0,-1.958154341202481,0.06491979636808574,0.2637506358073412,0.6342618981569776,-1.267817329303493,-0.6150157877680704,-0.19595297651884777,0.03263420632003971,0.033678733449195114,-0.6333509312103286,-0.6599825089497207,0.2587704779959775,0.5045308301383825,-0.20515079125685182,0.1665751351621887,-0.024674006331183357,-0.7952266341323432,-0.11948539352632812,0.4523244441174977,0.5244039571124681,-0.5159527877266255,0.2515992788750454,-0.2373085018266914,-0.17604482262997823
29,6.0,0.0,16.0,-1.958154341202481,-0.9800353845142933,0.16664595342512925,1.0886740470945926,1.033636355042981,-0.007494743733360623,-0.3076587498214758,0.4183922171322327,0.28144528833317606,-0.6338664557612567,-0.665049487246002,0.2587704779959775,0.5045308301383825,-0.20515079125685182,0.19798471083231614,0.16014977441334619,-0.8264756874924922,-0.11948539352632812,0.4453278505240629,0.633198469391692,-0.41182976320772885,0.26137793676317217,-1.6231182064091112,-0.37765058380140004
30,6.0,3.0,2.0,-1.958154341202481,1.0628543101681363,0.31476981292957756,0.36301038699842625,0.26648512692748977,-0.7045309406815083,-0.41041890580417145,0.09725356853731061,0.28144528833317606,-0.6343401445501984,-0.6691119984791438,0.2587704779959775,0.5045308301383825,-0.20515079125685182,0.16967904575945428,0.8229520735430165,-0.9565341196225949,-0.11948539352632812,0.440909312662079,0.5223510679225422,-0.4920843242368947,0.2700698686771575,0.4857571164809047,0.3981958151912347
31,6.0,4.0,19.0,-1.958154341202481,-0.8167524119696977,0.21571333655821529,0.6524490767902024,1.033636355042981,-0.21724176744134005,-0.4651483281446854,0.5789615414296937,0.37735492248181385,-0.6347456815333237,-0.672370936061774,0.2587704779959775,0.5045308301383825,-0.20515079125685182,0.30136183561155505,-0.023899734104192053,-0.8366714115232187,-0.11948539352632812,0.4402714915031477,0.6115705711597221,-0.42231277109524407,0.2711413285837791,-0.16132505308508413,0.0695433463002295
32,6.0,3.0,2.0,-1.958154341202481,0.9459266857972516,0.3131975048279934,0.2685145573166938,-1.1399587912842444,-0.6738142002567464,-0.4887486561647566,0.3400657174749346,0.3238053767488244,-0.6347490553850967,-0.6698262861684874,0.2587704779959775,0.5045308301383825,-0.20515079125685182,0.24436694546451573,2.1786207022762847,-0.8951722229334659,-0.11948539352632812,0.4385234209906925,0.5432201694175239,-0.4666113729032768,0.26731103044658583,0.37000348166646096,-0.03883373328114233
33,6.0,4.0,19.0,-1.958154341202481,-0.6290883932363447,0.24114155595429823,0.34846441817786045,0.6500607409852355,-0.4269887907785356,-0.5779271622439258,0.6768696660013163,0.47406380358169026,-0.6354825307605664,-0.6745807636006809,0.2587704779959775,0.5045308301383825,-0.20515079125685182,0.5050291752287642,0.8209113454449187,-0.8546146077498302,-0.11948539352632812,0.4263545324585932,0.6037212878866265,-0.4234890068215212,0.27428610155034766,-0.8298384513336869,-0.6994338573349567
34,6.0,3.0,8.0,-1.958154341202481,-0.7287145217138831,0.2819135481405844,0.1794634023917306,1.1614948930622297,-0.5472206616472337,-0.9373740609262533,0.40664324218363795,0.5683749438278507,-0.6357207246957465,-0.6767459481590037,-0.34434900654248474,0.5045308301383825,-0.20515079125685182,0.3496261379052152,-0.17668414747145933,-0.7183762959340061,-0.19004645806576506,0.4009488851148897,0.5893583081166046,-0.4052140622635425,0.27540247576957694,-1.2374598022822771,-0.6735700510730652
35,6.0,4.0,19.0,-1.958154341202481,-0.3093925072315725,0.2972573209307876,0.13759891687247072,0.6500607409852355,-0.599657428864597,-0.9621481755122168,0.40664324218363795,0.5683749438278507,-0.6356957581926256,-0.6767459481590037,-0.34434900654248474,0.5045308301383825,-0.20515079125685182,0.29474765876570913,-0.28097485703968095,-0.7324595561508807,-0.19004645806576506,0.4009488851148897,0.5786923994350898,-0.40761714028247026,0.2769726215075676,-1.917864886577355,-0.03883373328114233
36,6.0,2.0,2.0,-1.958154341202481,-0.12223635543174324,0.3389510232222765,0.11352910112812784,1.033636355042981,-0.5318623027437605,-1.1415781933530205,0.6161666287669103,0.572371178584044,-0.6348253044351686,-0.6711209326054227,-0.34434900654248474,0.5045308301383825,-0.20515079125685182,0.47981226369581154,-1.0309053421860996,-1.4971254565053635,0.037801682999171575,-1.406400114164138,0.5369237179717544,-0.45461618350972205,0.3096445290604259,-0.6886844578555219,-0.36943252192867293
37,6.0,3.0,16.0,-1.958154341202481,-0.18835386245415778,0.3825966971648439,0.3643073246905325,-0.24494902514950448,-0.5842990473433084,-0.692365950711756,0.1951616931089332,0.6035418096823513,-0.63541437895475,-0.6750941578773966,-0.26393307527068977,0.5045308301383825,-0.20515079125685182,0.8425880441135998,0.07235278677791451,-1.2479063767271863,0.037801682999171575,-1.406400114164138,0.5279081634400506,-0.34972619937549526,0.3379822609689005,-0.3792395480563748,0.1357681436668828
38,6.0,4.0,19.0,-1.958154341202481,1.7493251625665474,0.45009828240192273,0.28869009210694685,-0.8842417152457472,-0.7262509561652021,-0.5439643269890013,0.1912453681260683,0.6490988859029542,-0.6333765724838041,-0.672281650100606,-0.26393307527068977,0.5045308301383825,-0.20515079125685182,0.8890601209982096,0.2138160345459525,-0.7998983733078495,-0.09773571230562769,0.3933501219041351,0.5135816387230041,-0.2957939675707629,0.3336194457113396,0.7851060109564965,0.7043318576926878
39,6.0,4.0,19.0,-1.958154341202481,-1.3936776040651055,0.505346524162588,1.3120004776410032,1.1614948930622297,0.4119993036825981,0.24358441294561337,0.9725522022076164,0.5579847334617484,-0.5982163136157324,-0.5744242366605303,-0.26393307527068977,0.05289079251231409,-0.20515079125685182,0.41750888901827854,-0.6472661968417596,-0.34120504382855144,0.11266353102260684,0.5049111285428343,0.6459756150486504,-0.08823206534811556,0.31470477718187934,-1.0785002467710456,0.7294872519248906
40,8.0,4.0,19.0,-1.958154341202481,-0.5277413509980396,0.5981679550169924,0.26228062576505706,0.26648512692748977,-0.4947838945040272,0.22081400149583666,-0.4804043664352626,0.4764615444354062,-0.6181753459349734,-0.6289109944632733,-0.26393307527068977,0.05289079251231409,-0.20515079125685182,0.43834705240172733,-1.1166081943334838,-0.36242141648284787,0.11266353102260684,-1.406400114164138,0.4302199916025687,-0.18973607696616507,0.3211628259671344,-0.4441012468768577,0.22807772926587308
41,8.0,3.0,19.0,-1.958154341202481,0.4704247919343821,0.6010414591113454,0.10299258593167966,0.26648512692748977,-0.6367358145606717,0.22364770188335087,-0.5861451409726149,0.4764615444354062,-0.6181753459349734,-0.6412994215753266,-0.26393307527068977,0.05289079251231409,-0.20515079125685182,0.4017303413993991,0.5461121334885986,-0.5759419879751907,0.11266353102260684,0.4201740950417817,0.3561314332731372,-0.21286119337671733,0.32366741379137914,0.5405201170103399,0.7287965116482886
42,8.0,2.0,9.0,-1.958154341202481,-1.2451732662307178,0.6951640859585189,0.25263351677047396,1.1614948930622297,-0.3221152564921225,0.2663548243953901,-0.5861451409726149,0.36776395906695003,-0.5742977288555938,-0.5490893451791239,-0.18351714399889482,0.05289079251231409,-0.8108341119035617,0.10580764596231322,0.581404649902366,-0.8250447331754905,-0.05936901317305817,0.5270001441450184,0.5740103436121983,-0.14652504417924833,0.2631107232477572,-1.764227345327228,-5.8606039222886235
43,8.0,0.0,2.0,-1.958154341202481,-1.3356131682910755,0.27399782074329143,0.083949127375795,1.1614948930622297,1.318782456262809,-0.28830897221751534,-0.16514020531463788,0.4444916663858603,-0.5026431901283709,-0.3577272089059101,0.0175226841805926,0.05289079251231409,-0.8108341119035617,0.09243354023647382,-1.0407395003245918,-0.09418468207109867,0.1517880603583047,0.5976690254538243,0.751271500813186,-0.054886227398681764,0.20321872857172157,-0.03700202357714318,1.0911270612056418
44,8.0,4.0,2.0,-1.958154341202481,-1.4559443430073271,0.36221070107170084,0.6728237554870214,1.4172119691007268,3.2960208675241427,-0.27061910983904364,-0.41382684172655926,0.12719062674411696,-0.3770933936371119,-0.15315075037983938,0.37939437490366995,-0.4808656155912213,-0.8108341119035617,-0.08545742774576913,0.06266773372999104,0.8556989598479131,0.17903113717557875,0.6284136728651049,0.740741185461723,-0.09185971956846174,0.21064946862539027,-2.4170502029720673,-5.8606039222886235
45,8.0,5.0,16.0,-1.958154341202481,-0.3093925072315725,0.6017462439971054,-0.7496356178889887,0.777919279004484,-0.46406717647461027,-0.45938020135263574,-0.5861451409726149,0.3118166724802447,-0.5360301525045069,-0.46335250096759767,-0.06289324709120236,-0.4808656155912213,-0.8108341119035617,0.06009268998104485,-0.11444611024902343,-0.307179624786818,0.1517880603583047,0.5574053642867386,0.5837469474709136,-0.15277168634505991,0.1967470571596967,-0.6886844578555219,0.29176624774465737
46,9.0,2.0,9.0,-1.958154341202481,-0.4446669367137399,0.6117224944861687,-0.8792783938344809,0.6500607409852355,0.20225232521024933,-0.7106426666933003,-0.5665635160582905,0.1991228523555953,-0.49958108225911513,-0.35989239346423296,-0.022685281455304882,-0.4808656155912213,-0.8108341119035617,-0.04093070541760001,-0.3210884428779816,-0.6674345020769135,0.1517880603583047,0.5980070773415637,0.6304631738042867,-0.16829024902888956,0.21697267795010927,0.3912457487421788,0.7287965116482886
47,9.0,3.0,9.0,-1.958154341202481,0.931379340686963,0.6395905451996662,-0.8555508200759244,-1.5235344053419901,-0.7262509561652021,-0.5966900863273941,-0.5861451409726149,0.21031230967293635,-0.5319700592807713,-0.42824079673830046,-0.06289324709120236,-0.4808656155912213,-0.8108341119035617,0.033770922590473235,-0.16535717385622667,-0.8744072564789988,0.1517880603583047,0.5635258013698804,0.5090783051572485,-0.18777941497237374,0.19514197210759862,-0.19557957354814454,0.6088495288073569
48,9.0,3.0,2.0,-1.958154341202481,-1.363418839699637,0.6823686959264157,-0.0002686503433095956,1.4172119691007268,0.7790565837699586,-0.8783940472923395,-0.5861451409726149,-0.1253714098472959,-0.4350710120465859,-0.25129834319371097,0.298978443631875,-0.4808656155912213,-0.8108341119035617,-0.07988339104312932,-0.4770004674929479,0.2164593499191535,0.13358077389954154,0.6090801386991263,0.6023319964026455,-0.07977416533959031,0.1539596543210241,-0.6886844578555219,0.733102495224901
49,9.0,2.0,9.0,-1.958154341202481,1.3264051654237785,0.7605511388763833,-0.9080128731111268,0.010768050888992643,-0.6367358145606717,-0.8715528393063232,-0.5861451409726149,0.12719062674411696,-0.5080427025060228,-0.4043791236161652,-0.022685281455304882,-0.4808656155912213,-0.8108341119035617,-0.038298399654410335,-0.6651005978881371,-0.7874242110205708,-0.0680023960719784,0.5815895235093408,0.38771270828643895,-0.21164721234612885,0.1739114312232696,0.16761279779549182,1.0189681079882027
50,9.0,4.0,19.0,-1.958154341202481,-0.6525121188645924,0.758002933780224,-0.9034834120040314,0.9057778170237326,-0.5318623027437605,-0.9128430504325421,-0.5861451409726149,0.12719062674411696,-0.4966431321351091,-0.38065137943578187,-0.022685281455304882,-0.4808656155912213,-0.8108341119035617,-0.040895194872139704,0.6284056594150341,-0.7948686951993058,-0.0680023960719784,0.5909569627532895,0.4276129172999674,-0.1985023268427301,0.1831021103079812,1.714971081787766,0.4436545547721575
51,9.0,3.0,2.0,-1.958154341202481,-0.7275839503917252,0.7285625749651423,-0.27298677655257403,1.033636355042981,0.21761061637151197,-0.9986009222529931,-0.5861451409726149,-0.14135634887206883,-0.4516838581772771,-0.2875038004473156,0.298978443631875,-0.4808656155912213,-0.8108341119035617,-0.08260703218449808,0.40962893531670397,-0.23221063001470124,-0.0680023960719784,0.6025375373705222,0.5394343443522243,-0.11498496658054774,0.15257242668997753,0.22543648995355756,1.1395599446984428
52,9.0,4.0,19.0,-1.958154341202481,-1.1529413607049672,0.8170463897404387,0.8582111829017521,1.4172119691007268,0.31830550001634506,-0.8618779507520842,0.03263420632003971,-0.5186009098567108,-0.32681490497382754,-0.08864164343599384,0.057730649816490086,-0.4808656155912213,-0.8108341119035617,-0.1782200158807583,-0.8106913339162835,0.0982712309321359,0.13358077389954154,0.634696166121069,0.5667567228347801,-0.2547950277929567,-0.02937466811271693,0.4364079664499095,0.07978865233965658
53,9.0,4.0,18.0,-1.958154341202481,-1.138512541117723,0.8178055391775055,0.8292737075027231,1.4172119691007268,0.29658549558201025,-0.8570405065162549,0.03263420632003971,-0.5186009098567108,-0.32681490497382754,-0.08864164343599384,0.057730649816490086,-0.4808656155912213,-0.8108341119035617,-0.17899235395881682,-1.4740096421166307,0.008850352973858795,0.13358077389954154,0.6348298327632904,0.5678915993790717,-0.25597118906647764,-0.029247305079653407,-0.45314045600856095,0.4332174687996209
54,9.0,2.0,2.0,-1.958154341202481,-1.0127914333031958,0.8639450536649317,0.7221405311058754,0.9057778170237326,0.07411518140556206,-0.9202711114435683,-0.3589982919664506,-0.5186009098567108,-0.36244008061623095,-0.09926667281498017,0.057730649816490086,-0.4808656155912213,-0.8108341119035617,-0.2409770738987105,-1.031779067510434,-0.21253396734495614,0.13358077389954154,0.6292695645320954,0.5266898796391765,-0.25924208160499307,-0.03991458334683113,0.8547699637711907,0.32766097121844523
55,7.0,3.0,2.0,-1.958154341202481,-0.9021980652202074,0.9077532882756351,0.3151184326654904,1.033636355042981,-0.4116304095167957,-1.1085460355673646,-0.5861451409726149,-0.4826347970509716,-0.40640541784171086,-0.18375351357015504,-0.022685281455304882,-0.4808656155912213,-0.8108341119035617,-0.0992775628912573,-1.611200089150093,-0.3253206452276863,0.13358077389954154,-1.406400114164138,0.38550247741488003,-0.2625513375791453,0.02423378562126014,1.4287863556377605,0.19332566748808766
